Sex.beta	Age.beta	Hypertension.beta	Sex.se	Age.se	Hypertension.se	Death.rate	Sex.rate	Age.rate	Hypertension.rate
0.278316780692704	2.0258539467651	0.48904826906478205	0.0714781998693842	0.0868991237081578	0.120254605533278	0.0229002507163324	0.36048604860486	0.31134989926124895	0.46035370494739203
0.317742714386297	2.2000719573138596	0.514543612335414	0.08309801303797999	0.11392468117597801	0.0817419645455783	0.0229002507163324	0.36048604860486	0.31134989926124895	0.46035370494739203
0.309840544981062	2.0150486035380197	0.517727462794149	0.0617279180594891	0.0850846761904469	0.0788058116858591	0.0242167980011532	0.36048604860486	0.31134989926124895	0.46035370494739203
0.37438080573251703	2.12972491701051	0.40881894847831	0.0719816103873757	0.0828982870133924	0.0685225567280844	0.0229002507163324	0.36048604860486	0.31134989926124895	0.289769420192523
0.348922840902238	2.17403652670801	0.42745226203114894	0.0801854364636116	0.11413120528928801	0.08693266549968699	0.0229002507163324	0.36048604860486	0.31134989926124895	0.289769420192523
0.317403071234348	2.07575313661141	0.38074405095690006	0.0599781003000492	0.11137558413934401	0.11426267939794	0.0242167980011532	0.36048604860486	0.31134989926124895	0.289769420192523
0.269152957030664	2.16880900604423	0.330284372026737	0.11714472514526801	0.09910507308641302	0.106690947343945	0.0229002507163324	0.36048604860486	0.31134989926124895	0.12891600999423403
0.300892619318135	2.1733207345064	0.349668464725404	0.0940721642743999	0.142851791307342	0.089709841451649	0.0229002507163324	0.36048604860486	0.31134989926124895	0.12891600999423403
0.314092440643616	2.03700503942972	0.419986786156559	0.0748122341834088	0.122340171030987	0.07648980831143	0.0242167980011532	0.36048604860486	0.31134989926124895	0.12891600999423403
0.268767384363096	2.0798336765566496	0.557828295017831	0.0657395572457968	0.0881605793054232	0.0858653533923838	0.0229002507163324	0.36048604860486	0.311358345272206	0.46035370494739203
0.315785633120343	2.02636615373341	0.5521479049361621	0.121892411333241	0.10588189945148599	0.0773004889072451	0.0229002507163324	0.36048604860486	0.311358345272206	0.46035370494739203
0.364468219356291	1.96309279452528	0.591442126153005	0.0663612903490059	0.10978501673659598	0.0816383189228571	0.0242167980011532	0.36048604860486	0.311358345272206	0.46035370494739203
0.39828650696311496	2.0808173331905704	0.406393709927762	0.119906785259309	0.109081548841471	0.06742628566587999	0.0229002507163324	0.36048604860486	0.311358345272206	0.289769420192523
0.36642279064510097	2.1373047688031996	0.406248032030888	0.0652839399683218	0.0842902118992612	0.0976547196327578	0.0229002507163324	0.36048604860486	0.311358345272206	0.289769420192523
0.26873105491846105	2.0640557134497	0.40389000445656503	0.096067535388136	0.0818516070660451	0.0852295602372764	0.0242167980011532	0.36048604860486	0.311358345272206	0.289769420192523
0.28833328028836896	2.2640516928420498	0.345107774205274	0.0786725004998943	0.0896027518237152	0.0730938238808767	0.0229002507163324	0.36048604860486	0.311358345272206	0.12891600999423403
0.374456820541455	2.21133118239938	0.402981458691798	0.0678431902998767	0.0914294804322366	0.0744977769650204	0.0229002507163324	0.36048604860486	0.311358345272206	0.12891600999423403
0.32779641997478104	2.1368159206077	0.35559471667007797	0.0775240627530554	0.10568343227613	0.070955091413586	0.0242167980011532	0.36048604860486	0.311358345272206	0.12891600999423403
